recipient,reason,rewardToken,rewardAmount
0xcda1bC3Bc70c92135891c0F334B270B689c1a0DF,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,40.961191
0x950E5BbDADf252609F49b2Cd45222cD3280F35d6,ERC20,PYTH,40.683475
0x04F648bb839033BBA7C6341529Bd7dd6fD6d413e,ERC20,PYTH,40.605431
0x7F0A650d08c5e7077C9075691ce66dF62e269F2B,ERC20,PYTH,40.348598
0x94A468FCB53A043Bf5Cd95EF21892E02C71134Be,ERC20,PYTH,39.631522
0x0d90A14888AC045f1479D6DbE5dB0db45182cBb3,ERC20,PYTH,38.892735
0x58E03d622a88b4012ee0a97235C6b110077FB867,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,38.737967
0xEcd934E335B71a6bB41cc43bc1C3A21AcA4b22Dc,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,38.724609
0xBc5D814E37b94cdeB583362F97bD8C423a66C5A9,ERC20,PYTH,38.208076
0xac4CD92Db83280a3857682522ab96b4C5b63D8C8,ERC20,PYTH,37.89245
0x2a88487328E89Fe6C3b71706069715F301F4BEB4,ERC20,PYTH,37.581755
0x296E0C21DB4061EbF971e55d5db85011E7Ff9797,ERC20,PYTH,37.295497
0x3c229864378b3B0adF98aE247Ca33986AED8EC1E,ERC20,PYTH,36.432396
0x193641EA463C3B9244cF9F00b77EE5220d4154e9,ERC20,PYTH,35.023936
0x7e65eAAE216650c1198321564CF953B39f7e5720,ERC20,PYTH,34.470731
0x0b1b25E43306E003a4918491961d6f0B0192F26e,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,34.400506
0x3288338837dc90afBB81A93E5a9C3c5688436E10,ERC20,PYTH,34.192252
0x4468882D81F24E367A879B4dFdb135e76fD23b5A,ERC20,PYTH,34.024556
0xA0619482c0fcf425D0571f49822F39B17A99b781,ERC20,PYTH,33.93682
0xdEe311AbaD009550A9a963B9f86BFf46D39f7a69,ERC20,PYTH,33.465723
0xC255E0a1Be0A4B7B8Bf5EBE8d0Aba162CF75bae2,ERC20,PYTH,33.054599
0xAc4c11e7e1673807cb7A808b497eE8d5f0d1cAB2,ERC20,PYTH,32.902364
0x2755F9fe42EC40d4469beBf5A8a468CBdB3CAFd9,ERC20,PYTH,32.624851
0x03e96c0989F5c6096bd6387e8af2334E2abd2A90,ERC20,PYTH,32.301982
0x5bfF1A68663ff91b0650327D83D4230Cd00023Ad,ERC20,PYTH,31.486444
0x6ce252053150Ad7354aa98ac65937d654056F697,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,30.830192
0x8d452c1f4bAE385B13933c83EcFf70D74229915F,ERC20,PYTH,30.568469
0xC1C79C6378e5A72895C8eA15fc6Dd59fFddc8dee,ERC20,PYTH,30.546534
0xc219CafDE6855f60dA76d9cacC3873fda65516E6,ERC20,PYTH,30.445551
0x90983607e3049864Fd3962A3a36bde85a745eB6F,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,30.14681
0xa3320F745611cF004Bf02B8186D89Ab2304A9fa9,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,30.059448
0xC1D18d7Fc0ACbF04C57fECe593E3cC21d6be5A2d,ERC20,PYTH,29.988168
0x2aFf603eaC292E9ABDFc2ee74e41241BB02E80AA,ERC20,PYTH,29.512352
0xaebE0B1383BC8550eFA793c3f4B65C97Ce80541B,ERC20,PYTH,29.304225
0x572423a8344Be3B1e75539e855200027a4E8E2c2,ERC20,PYTH,29.270308
0x68575571E75D2CfA4222e0F8E7053F056EB91d6C,ERC20,PYTH,29.018537
0xa350122a590FC6c8BEE981a06039436Fff79C02A,ERC20,PYTH,28.817747
0x80aF73FEeF1b9D0f2EF230a548d752E7dC984646,ERC20,PYTH,28.272044
0x2B83aC024B0a4Ba3f93776Cacb61D98310614aFE,ERC20,PYTH,28.228354
0x620e4e2F2573C8d10Db9b16C7e8Ca12742C010F7,ERC20,PYTH,27.573919
0x2A9D0d1C6dEb6D9e18F17a75ee78603004eaba1E,ERC20,PYTH,27.505191
0xcdE2933c2017944B46B466AB9A0dfDfA36e4c35b,ERC20,PYTH,27.504103
0xe085f782E3168c1349296420474aEDB62797019A,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,26.753356
0x750C0D9Dec092E0Ad2FcD857a4db0e4B1AA66F33,ERC20,PYTH,25.90248
0x17eD9Ed24F146dD26Df2b39AD7cB195E9b50571e,ERC20,PYTH,25.843894
0x6716b6737620922ACC8F8B8A4c2A6D706F3224FF,ERC20,PYTH,25.42263
0x9777dAaBf322d38af7A49A66dC55F3086127baeA,ERC20,PYTH,25.220812
0x70A0E916bf70583601bC3A5B8676a17D354881FB,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,24.314704
0xF659FAAc0401CC19110321dcc7989c101CceD8E4,ERC20,PYTH,24.313946
0xfdA462548Ce04282f4B6D6619823a7C64Fdc0185,ERC20,PYTH,23.865506
0x36fDb65D2d484b036AdE6A2a418B05Da0c848f1B,ERC20,PYTH,23.795819
0x0459dDa9eB7062E6FDCA6293A4C363722fCA6102,ERC20,PYTH,23.429719
0xd209586D540CEf3863B83A14751CD36aaA3CcA12,ERC20,PYTH,22.520311
0xbE4aC6a47CFF0D0f677B036ebCc1f1d1f07a2861,ERC20,PYTH,22.520311
0xF11EF36611f83bc2A8b32ce952195fc21633BD01,ERC20,PYTH,22.383055
0xF76432B894E8F44BF154859662F6EBa60394D70D,ERC20,PYTH,22.324671
0x2061530BdD693B359761B378B05e1D55abF98c32,ERC20,PYTH,21.435838
0x78323Bca3661a84785dEB29d5281D86b4eac9877,ERC20,PYTH,20.566205
0x0d86A2fd448aD216692238a28d2753DEf5B1d853,ERC20,PYTH,20.38907
0x0EE4e42b1096530f80A589CB13461930704517d0,ERC20,PYTH,19.926477
0x7622F628135378f1B8d1876952DE9bAb80245f1C,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,19.836433
0x4DCeb8Bd1Eb86f27f10aB83012a8f619d945D555,ERC20,PYTH,19.726658
0x89261A7e4b287671d9C8FA7844ef94F88450a370,ERC20,PYTH,19.519808
0x7e1E1c5ac70038a9718431C92A618F01f8DADa18,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,19.412784
0xAbd252CfbaE138043e4fB5E667B489710964D572,ERC20,PYTH,19.213786
0xA083d45dC7B97eaF4532F19B112662bD3Adf03A4,ERC20,PYTH,19.109251
0x7c1124184c6F0952e5fB4ACd1246aD1197BFf1C7,ERC20,PYTH,18.928779
0x9869680C668A28Ed04e07Ef0D4675b9ffEB7BdD3,ERC20,PYTH,18.828643
0xc3A1b0600BA577587B6F9441aBf5bAA9f0804819,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,18.795824
0x4a52078E4706884fc899b2Df902c4D2d852BF527,ERC20,PYTH,18.788053
0xde6fB7FEE1341AB01164D68C7a322e7b5BE9627c,ERC20,PYTH,18.732087
0x2489ac126934D4d6a94Df08743Da7b7691e9798E,ERC20,PYTH,18.667691
0x5B9E9AB32EC036EC15c27581b49d8fb1fEF490c5,ERC20,PYTH,18.610461
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,ERC20,PYTH,18.389464
0x34Dc5595b047F630CFc301F50428CE1406D9B0A6,ERC20,PYTH,18.373629
0xa02c40da3FD0894b9fB4C4980013ea8F037333a1,ERC20,PYTH,18.346007
0xc75811a2eC36214ec940190b7336A689Dad9Ff7b,ERC20,PYTH,18.095674
0xaFB4dbB82babEcFF51d50F73b88e449f875743B8,ERC20,PYTH,17.85796
0x514F857100FD78495a869B4EF268301375AAac3B,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,17.815409
0xBC1159Fcaa1Ac43E9A12D3F9e3FbE32B9A676701,ERC20,PYTH,17.459455
0xb742da24d6d5803B6c5e4F5BF0fF2c0Ef1E94f55,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,17.364662
0x6580B4a8af96532eeE64Fc7079cA9DcD3dd1B815,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,17.308777
0x5D2D82aF3E07B5DD17b19541c4A21E51366D1A34,ERC20,PYTH,17.032497
0xF03C8c6A6aE736AB7089ffe1BbFF5428ec44d91C,ERC20,PYTH,16.06775
0xB5F9883A9318F3c7bC50a40bE24F975885fe13A5,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,16.02853
0x85eD5D7d62cC5d33aC57c1814faABc648AEc81e8,ERC20,PYTH,15.754631
0x08913d80B4A84B3847551a5F3a043a2FAD26621f,ERC20,PYTH,15.613892
0x95272C5E0f8BD14Ed7f79656b3acE6b06c85E5Fe,ERC20,PYTH,15.422962
0x16099dD4a4201a67C9b4916a4FB4322973507d8e,ERC20,PYTH,15.322155
0x946Fb1b69a0F53599CB685a9A12f870f280c5BD9,ERC20,PYTH,15.290332
0x32a59b87352e980dD6aB1bAF462696D28e63525D,ERC20,PYTH,14.757882
0x0672B2B898Bd5198fb47f368763EC3B5F30eAB62,ERC20,PYTH,14.70998
0xdceb0Bb3311342e3ce9e49f57aFfCE9dEac40bA1,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,14.397849
0x9e1A66A6A69e6c1FeE4e5dbF1309c12f08F076E6,ERC20,PYTH,13.962601
0x1d2b88A5fc80182c4A7F2cA7b5FdEb5B23330610,ERC20,PYTH,13.615005
0xd2F2f6b0F48e7a12496D8C9f7A2C18e6b76e49e0,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,13.106092
0x259A077C850AF82146692705Aa72d440A5d6BDdC,ERC20,PYTH,13.034789
0x0eCA4D94Db5b31D0aCdd30650aD33a4E7dBB9b26,ERC20,PYTH,13.02201
0x35e4535B8fB48eb815429104D74b3792d0E730DB,ERC20,PYTH,12.761104
0x3a14AF457029C95F5E02D2c2eAB3d98d43189aFF,ERC20,PYTH,12.393218
0x4436D0999e0F407252D23a9ce9B7071031a0dF77,ERC20,PYTH,12.36562
0x8D9EA09C1087c75FAa39151557De6a30c2A49e7e,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,12.294201
0x4d6438d510A3CB3C8Ec5d068C01e6c032BD44580,ERC20,PYTH,11.950118
0x0EB8F9eA8FDAD964183303b264B8faF6d78A1A83,ERC20,PYTH,11.470551
0xdb66768419C40e56e04ea62105A7b39307acD3FC,ERC20,PYTH,11.061837
0x6Ac62b6D6988DA0206c409d6b9D74F4f4E3d09A4,ERC20,PYTH,11.034495
0xDeb263240eaDf03BfFdC6036cE652fE4cec96d2C,ERC20,PYTH,10.883934
0xB3e3984BFd8427bcEf4F29d91d093804f22b0d65,ERC20,PYTH,10.840703
0xF237C873Ea8aE93636DE5f61732c03De778c1d08,ERC20,PYTH,10.745808
0x5F82C97e9b1755237692a946aE814998Bc0e2124,ERC20,PYTH,10.701156
0xEd1B43a5730E9E86cEcD250A84Ca0825D4732571,ERC20,PYTH,10.461025
0xc06830694A5C22278CE214cBa0dF198486A68D91,ERC20,PYTH,10.432656
0xdB744A5853A0a8A81FeeDB4eFD5f69F0de6825ff,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,10.243852
0x7C511353039CFA425180BfCFf434B0A92D720F32,ERC20,PYTH,10.216845
0x7AbF6ac115D3876F719970997990eAb337F2b9D8,ERC20,PYTH,10.084466
0xA4322a26c0FD7a05a7f0aF2e72faee27F808979C,ERC20,PYTH,9.657748
0x9A81755bcc1cC350572B63C7Bee5077507248174,ERC20,PYTH,9.474152
0x59dA03e05a9baa78C2978b3B1374D849E2be3cAB,ERC20,PYTH,9.425925
0x522B72F0963A33168a55C4ff3C699376C2C1041F,ERC20,PYTH,9.361844
0x20D2f98c9ECe97baB56E5FED9F62DB72D71581AC,ERC20,PYTH,9.350648
0xce7E15Acf3DA916a4DF4842C3350248aD74FfC79,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,9.319456
0x7484B15c13C9FAC467d16C7Eb18D6A1Ce9216F56,ERC20,PYTH,8.920772
0x40F57C37AdDF720a6005a7D6cCac87538206a73e,ERC20,PYTH,8.776963
0x81AcBa11a66E9EdEABaA2Ff28101153724892eB7,ERC20,PYTH,8.730542
0x93617280d57564241b4aD4F4e09e02968F3F2D76,ERC20,PYTH,8.647068
0xbCd5d94cDEF8d32Ad19c0053375964C13084020A,ERC20,PYTH,8.62007
0x20fAA9CF95B691Cb6AE5eFdD28bd6e640C759E8b,ERC20,PYTH,8.385137
0xEcd934E335B71a6bB41cc43bc1C3A21AcA4b22Dc,ERC20,PYTH,8.343438
0x038f20488F7C2BcC4afF7D59c6b1137d23eBD831,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,8.268746
0x334CE923420ff1aA4f272e92BF68013D092aE7B4,ERC20,PYTH,8.166191
0xd31b976C6816D29C850abE85C8E4D78FDa37490F,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,8.0829
0x3383F5b36C826506f042B35e50acba721f0381f5,ERC20,PYTH,8.017099
0x755BeeC673f546446990A52Ebf1Df858d9C74231,ERC20,PYTH,7.680863
0x58Cd3e4128353A411CBD7D9c8a1221cF10Fc1dF2,ERC20,PYTH,7.673945
0xd5C5da368527406694554600D4a291921389CFEB,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,7.547243
0x2AF2b2e485E1854fd71590C7Ffd104dB0f66F8A6,ERC20,PYTH,7.496256
0xFc1E21f82f2232370BD918C1169a11c48E4Fcee2,ERC20,PYTH,7.437913
0x824dE9C3529671956512b414224f2C028041472e,ERC20,PYTH,7.321381
0x01ebce016681D076667BDb823EBE1f76830DA6Fa,ERC20,PYTH,7.079898
0x66d4908E053F7150038b1bF3579cF384fde0BA72,ERC20,PYTH,7.066353
0xcCe6390976D7c96FFf895De188cA4A17F2287083,ERC20,PYTH,7.006292
0x0a6a7158374f58Edb090400d004c90344E1c6894,ERC20,PYTH,6.835134
0x67e5ab5b573F01030a1076dDA7A79Ef0f31A1bFa,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,6.679003
0x0e8D670D40F8784c7EBb1F1A67902A6086f5f87C,ERC20,PYTH,6.659505
0x1540F6fA70c04E5a5daC6A134D9dD03Abd301B1A,ERC20,PYTH,6.483563
0x193641EA463C3B9244cF9F00b77EE5220d4154e9,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,6.333992
0x279d1194C9766fE2101de5a832C865936912302B,ERC20,PYTH,6.212145
0xF56D4380594624c6Bdd9Ee58D6060F4310733285,ERC20,PYTH,6.121332
0x8E2eC6F44dBC0C9d831c9C444246aB724a2E6A84,ERC20,PYTH,6.038101
0xE4036Aca909cD049f9A7b7333961E1C1Db7fb35C,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,6.008834
0x5Bf2141AF1De319aa04d89698AEDa9F9ccf226dF,ERC20,PYTH,5.935286
0xb29601eB52a052042FB6c68C69a442BD0AE90082,ERC20,PYTH,5.930445
0x8FB88D42F8Cfb29C8bC1c6F608E81C1dc241ca30,ERC20,PYTH,5.704407
0x6F37Ad23E589b6Bbc054D61afF6a95e5c3218A54,ERC20,PYTH,5.361253
0xa922137a1430A136bd4416F26785cD5821f68618,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,5.268474
0xf55486C4df013EE402086b722FFc039Fcb246b87,ERC20,PYTH,5.25489
0x2b2a61E472334257f600c46628c3de1E99a6d2c5,ERC20,PYTH,5.048565
0x90eAA36B25630590667823a1f83Eb4f5db1d99BC,ERC20,PYTH,4.902968
0x5B87844ecbe69f3749afB6e69A35c4Df3e88C88d,ERC20,PYTH,4.805143
0x3F7C10cBbb1EA1046a80B738b9Eaf3217410c7F6,ERC20,PYTH,4.778099
0xD4168ff022F4C87c641df9Df8551bA2d7fF54Dce,ERC20,PYTH,4.713574
0x459A64432c4F19d7D5bAD970A0d8d611F29C325F,ERC20,PYTH,4.704956
0x45aecf2203A4C29CF385E7bbEa0825B3ec328c15,ERC20,PYTH,4.704645
0xAA7A9d80971E58641442774C373C94AaFee87d66,ERC20,PYTH,4.672033
0xf547E6E104cbDbb434683a9431770c95CC1c5A71,ERC20,PYTH,4.653515
0xbDfA4f4492dD7b7Cf211209C4791AF8d52BF5c50,ERC20,PYTH,4.641501
0xB0C186050e90a2dC4340b051c3Ff0E5285e0C6dA,ERC20,PYTH,4.616724
0xabA09ea89797757A86faad95054445B73E2fE853,ERC20,PYTH,4.609048
0x2bB9F760473cd2695301ab8cf06931d61f0BD4d3,ERC20,PYTH,4.432732
0x08cC3F20Fc076CE12867fAEf7d9E4048A2BCd561,ERC20,PYTH,4.432635
0x3602111b951B582678ACcC4E0BBB4393e914d5Ae,ERC20,PYTH,4.413798
0x22e3aDd439202596419DC0Bc768b9B1Dd4aBCb15,ERC20,PYTH,4.368666
0x314d53E5968BbC3406d9Cf8FDCADbbd68bebB0Ea,ERC20,PYTH,4.359743
0x6086563dB6F9cDFab2f4cb2c75E8BB230e572491,ERC20,PYTH,4.278179
0x1D269Cc6139470d81F80F007E23322E4eaC046b4,ERC20,PYTH,4.278179
0xcda5a99cC41ECddE3866B7dC36D5ce5618162eA9,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,4.262669
0xF5681fbCB1ffC2A281049f1B800572F6935eb97F,ERC20,PYTH,4.218646
0xf0513a91E4Ea520EFC0Dfb7D87fD944326Be00d0,ERC20,PYTH,4.178095
0x5538793f0eD24fD4EA2Fcd5225A40995A8f5Ac3a,ERC20,PYTH,4.082566
0x24659349fB8e68F788dEeC91066179968079Bb95,ERC20,PYTH,3.818005
0xAbCb83117C875419ab026d65B9A37978C6a87427,ERC20,PYTH,3.809083
0x3df883542cA0037346ACff9417fF6a7D68204096,ERC20,PYTH,3.808053
0x9FEEF5F51Fdb694374e3d7Bb3a8330631D298BFA,ERC20,PYTH,3.799747
0xB224614C79cCc0b31dbBfACf4fBcDe178a0D8817,ERC20,PYTH,3.792551
0x4c180462A051ab67D8237EdE2c987590DF2FbbE6,ERC20,PYTH,3.78393
0x8a1ec127978bCC7499b2A188Df2Bd1810F522Ac7,ERC20,PYTH,3.776023
0xb44d432d13C6B52Be6a6A8D880EBF6532E36f4cA,ERC20,PYTH,3.63346
0xcf001a50c6ba7D83d5B83DF59486AcA10db24D48,ERC20,PYTH,3.616112
0x4e938C8D1a6eBBe68138274CA019589bbCB5139c,ERC20,PYTH,3.612689
0xff180948d613bABA1959B8D8c9e96b94959828F9,ERC20,PYTH,3.599702
0x6e89216b6D5C8fBeD5CDb21B7838B801B9a9Ca52,ERC20,PYTH,3.555067
0x9cfA2455Ab78FABE23651f10551705dE03a60533,ERC20,PYTH,3.455361
0x506480CE7dB2848D0Ce885e3999F5888C86Bb729,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,3.422407
0x94A552a480642522F24f0fADBA0B0dFaB95708DC,ERC20,PYTH,3.269557
0xCf3dE928E1128dFEeB9AdB4e8151a9b1C54B393d,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,3.218317
0x7724b009933BF8990661A5DF5B4842c05974d5F6,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,3.212568
0xA0A683Ef1cE94457F4c8dCb99AAa54aF54d5bc6C,ERC20,PYTH,3.137805
0x7b5C6eB7C1149cD18568bbCd2708904B46a92718,ERC20,PYTH,3.131202
0x72938242CB7D4d305b33138c2F7B6387aFD28E82,ERC20,PYTH,3.122635
0x386e96E10447095A99B919DefC955C6D4835C279,ERC20,PYTH,3.113401
0x2a06913D5b8748b222E1236768C24ca19198B374,ERC20,PYTH,3.112647
0x690C1809adc1893a5b8dA53a4092D3F9E8b8D8Be,ERC20,PYTH,3.104895
0x0c6FA8487aa1F89640C8c59f392503cD21a24C8E,ERC20,PYTH,3.066299
0x3605613E7410cD06A3061f790b59aC73936Aa183,ERC20,PYTH,3.051766
0xe025EF5762eb51Da342419b247DA1DD9C396C2e7,ERC20,PYTH,2.920351
0x7F2bd3E24C3f82Cc8290a151B3fAb1804DDc6719,ERC20,PYTH,2.890282
0xE7c8712fC60B20693046c71E5012801eaAfc7217,ERC20,PYTH,2.878199
0x0Ab66ab72EE7355eA16813f39237d397e4FBF91c,ERC20,PYTH,2.874643
0x0E938f234CFf703624a24770A18094CD71e2B37B,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,2.842164
0x63eAf0c0544c99d9DBDF550659Ef32d3664Aa567,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,2.820676
0xd01aBA619de09F5C80546ccA0658594D0cC76259,ERC20,PYTH,2.808236
0x55E86F62b6Df70198D80CcAAaf9e871a1ebD7711,ERC20,PYTH,2.665027
0x9ee282880048F4b72bbe67F7C241a66351Be79B3,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,2.660694
0x2d1f24C8837A94e28E0c2A5E723E190A333B00b9,ERC20,PYTH,2.614772
0xe8d0D6F20Af0785490E07E1FeAc50DE583A902C6,ERC20,PYTH,2.609272
0x33E7Be62D31b59f140F903E86D6920D2caD4517f,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,2.567592
0xD68ED515FDcF74E3b5dBd8C30A79990621E3F476,ERC20,PYTH,2.56173
0x37701dA0d3a506f0abFCE85c3E26a098f1bB5188,ERC20,PYTH,2.531418
0xfe35E70599578eFef562E1f1cdc9Ef693B865E9D,ERC20,PYTH,2.521486
0x4cB75146e98562C9d79b31649C6C739e4DCB7CD5,ERC20,PYTH,2.479846
0xD2602C7bDFC9F413974e944280BbFae275d1B1b6,ERC20,PYTH,2.473497
0x29F731573b3acBd22A7C6023d9e3CC8EC758de42,ERC20,PYTH,2.447945
0x314e25682848267AE8C96e901434BFC5Dc597C10,ERC20,PYTH,2.435485
0xb99bD7eAD2D2b7f8A7b556fe1097aA6fB7296190,ERC20,PYTH,2.420846
0x6Fa54473743BC51eD33C54348111745cCFD60eF9,ERC20,PYTH,2.334268
0x811570B8cd6605AA9F507623456c963765695D95,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,2.327232
0xa033DBc9532cbA3B664F4773856E969cd4Dc538a,ERC20,PYTH,2.323483
0xF0cB97201fB0b288fB2092B5dC9Ff3E45F9d1726,ERC20,PYTH,2.283519
0xFc1C09b6847dC0A07a2fb1025fDe79872D0c19EF,ERC20,PYTH,2.206899
0x7dF758a5c5C07c8D8a16Bd273F27c6bA14C8a391,ERC20,PYTH,2.206414
0x5B134e826E55FaBE237Df90A4ab02a41ED3b56c4,ERC20,PYTH,2.184333
0x7Baae4eab0e08eBb47F0B39acd77e390d4F321cF,ERC20,PYTH,2.160117
0x97e5c111888e2813ED073F3f95838e18e18294d6,ERC20,PYTH,2.09638
0xa77294828d42B538890fa6E97AdFfE9305536171,ERC20,PYTH,2.052031
0xFf36b9cb75C9178841D8b75Baf9776bfA59FBE9d,ERC20,PYTH,2.032325
0x9DCb533FaFD132f176407b007C8788883927d830,ERC20,PYTH,2.006088
0xc5DE997A4809c15b64560b04E1141416B1a2A71e,ERC20,PYTH,1.994755
0x2C9bDd583e515EB958CB60ffe663B3acf16412D5,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,1.988596
0xbae3BAD311A211DBc19C14a5D2995a9a4741abc7,ERC20,PYTH,1.964628
0x2bC12061C8912505978472C21d4a23dB43AF62aA,ERC20,PYTH,1.924443
0x683c1e1D201c584Ea895a1f17e1066f6B2296b1e,ERC20,PYTH,1.890894
0xDFFD8BBf8dcAF236C4e009Ff6013Bfc98407B6C0,ERC20,PYTH,1.876999
0x11Cb2cA2Acc4421d154eBE4C27C351511C1FDb09,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,1.871796
0x3b2366CdfcebC692d876505df24F5EfD31862d79,ERC20,PYTH,1.851684
0x283Ca084CD3ff3640b7f2436F5B98aA495870116,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,1.818847
0x25939E70Dc19ef0aa2819f5c6544712a36eEbfa7,ERC20,PYTH,1.817418
0x86515E78e4300f46af86d9b204170D51aeE6AD91,ERC20,PYTH,1.8066
0x7AdC457434e8C57737AD2aCE768a863865f2AaBc,ERC20,PYTH,1.791711
0xd2106a3fd1B09E09eA35eba28de4E48244777577,ERC20,PYTH,1.759639
0xd6578014899175f1177F65889ffE1123f3952A6c,ERC20,PYTH,1.752231
0xE4036Aca909cD049f9A7b7333961E1C1Db7fb35C,ERC20,PYTH,1.750073
0xe76d0d3c7aF5fa2C0806F221cBA88d7E044178AA,ERC20,PYTH,1.738058
0xc8248d16F3E4DCed02572c3A1a37A2183FFb36Fc,ERC20,PYTH,1.726187
0xfA668FB97697200FA56ce98E246db61Cc7E14Bd5,ERC20,PYTH,1.712675
0xc191a29203a83eec8e846c26340f828C68835715,ERC20,PYTH,1.701997
0x65d2570fB9eE1590a10bb8a38ee70EaF2b85Da59,ERC20,PYTH,1.677734
0x04A8C06Ac6D06f25c657Fe61106a485d2583BE71,ERC20,PYTH,1.677193
0x6e832478Aa89FB4507862b2955a3Ef3A9Fbaf3Ec,ERC20,PYTH,1.605188
0x92bF02d1cf3555E1544c190c75c1FAF6A943b3B9,ERC20,PYTH,1.60468
0x5141a72130Dddf729a5C9E86b780A3c03Fa8F549,ERC20,PYTH,1.579977
0xAFF875616630C2f6e4b433B934BefC65453834B3,ERC20,PYTH,1.575123
0x0659305689303121247078edace9EC042856902B,ERC20,PYTH,1.56531
0xEd9F5c9B797cdD09Fb0DF10092b073625dE92Ad9,ERC20,PYTH,1.557725
0x33E7Be62D31b59f140F903E86D6920D2caD4517f,ERC20,PYTH,1.549594
0x5b47Ce248ea313841668A318AFB9a5597d5eFC23,ERC20,PYTH,1.548751
0x13Ae56e4353b0103Cf90B0925B0fC88014c13380,ERC20,PYTH,1.543486
0x978539Ea754110DF7055401A8311C769327C2270,ERC20,PYTH,1.533949
0x09527Af0bDfB521778B7D7E023bDE6b35AAef4dc,ERC20,PYTH,1.533409
0x14D15F15f1151d82E0aa5f2443b7dA68F981424C,ERC20,PYTH,1.524052
0x2068D14Ee50772DD6e89c6F64F32Adad0Cc936Ef,ERC20,PYTH,1.523807
0xd7Dfc5F27cCE8F0D1b970894C338f7fb3c30264B,Forwarder_ERC20_0xE55843a90672f7d8218285e51EE8fF8E233F35d5,PYTH,1.497424
0x5805EC51c516e3aa9907D2dbfFeA7F267B1baA23,ERC20,PYTH,1.480402
0xB0Aa56926bE166Bcc5FB6Cf1169f56d9Fd7A25d7,ERC20,PYTH,1.46403
0x365d2466C2CE58942a92dc1d685B4D8306341D3B,ERC20,PYTH,1.431589
0x4bdF841E3E4ad16f44d80f59ebaAfCF79bECED65,ERC20,PYTH,1.431178
